,0,1,2,type
0,Tom Cruise,,Pete “Maverick” Mitchell,Lead Ensemble Members
1,Miles Teller,,Rooster,Lead Ensemble Members
2,Glen Powell,,Hangman,Lead Ensemble Members
3,Lewis James Pullman,,Bob,Lead Ensemble Members
4,Monica Barbaro,,Phoenix,Lead Ensemble Members
5,Danny Ramirez,,Fanboy,Lead Ensemble Members
6,Jay Ellis,,Payback,Lead Ensemble Members
7,Greg Tarzan Davis,,Coyote,Lead Ensemble Members
8,Jon Hamm,,Cyclone,Lead Ensemble Members
0,Val Kilmer,,Tom “Iceman” Kazansky,Supporting Cast
1,Ed Harris,,Two-Star Rear Admiral,Supporting Cast
2,Jennifer Connelly,,Penny Benjamin,Supporting Cast
3,Charles Parnell,,Rear Admiral Marcus “Sundown” Williams,Supporting Cast
4,Bashir Salahuddin,,Coleman,Supporting Cast
5,Kara Wang,,Lt. Callie “Halo” Bassett,Supporting Cast
6,Jake Picking,,Lt. Brigham “Harvard” Lennox,Supporting Cast
7,Lyliana Wray,,Amelia Benjamin,Supporting Cast
8,Jean Louisa Kelly,,Sarah Kazansky,Supporting Cast
9,Raymond Lee,,Lt. Logan “Yale” Lee,Supporting Cast
10,Manny Jacinto,,Fritz,Supporting Cast
0,Anthony Edwards,,LtJG Nick “Goose” Bradshaw,
1,Meg Ryan,,Carole Bradshaw,
2,Kelly McGillis,,Charlotte “Charlie” Blackwood,
0,Joseph Kosinski,,Director,Production and Technical Credits
1,Ehren Kruger,,Screenwriter,Production and Technical Credits
2,Eric Warren Singer,,Screenwriter,Production and Technical Credits
3,Christopher McQuarrie,,Screenwriter,Production and Technical Credits
4,Peter Craig,,Story by,Production and Technical Credits
5,Justin Marks,,Story by,Production and Technical Credits
6,Jerry Bruckheimer,,Producer,Production and Technical Credits
7,David Ellison,,Producer,Production and Technical Credits
8,Tom Cruise,,Producer,Production and Technical Credits
9,Christopher McQuarrie,,Producer,Production and Technical Credits
10,Dana Goldberg,,Executive Producer,Production and Technical Credits
11,Don Granger,,Executive Producer,Production and Technical Credits
12,Mike Stenson,,Executive Producer,Production and Technical Credits
13,Chad Oman,,Executive Producer,Production and Technical Credits
14,Tommy Harper,,Executive Producer,Production and Technical Credits
15,Eddie Hamilton,,Editor,Production and Technical Credits
16,Lorne Balfe,,Composer,Production and Technical Credits
17,Harold Faltermeyer,,Composer,Production and Technical Credits
18,Lady Gaga,,Composer,Production and Technical Credits
19,Hans Zimmer,,Composer,Production and Technical Credits
20,Claudio Miranda,,Director of Photography,Production and Technical Credits
21,Jim Cash,,Character Creator,Production and Technical Credits
22,"Jack Epps, Jr.",,Character Creator,Production and Technical Credits
23,Denise Chamian,,Casting,Production and Technical Credits
24,Chris Lebenzon,,Additional Editor,Production and Technical Credits
25,Simon Chase,,Dialogue/adr editor,Production and Technical Credits
